line,t,v
dq,26847,1
dq,26911,0
dq,26917,1
dq,26981,0
dq,27041,1
dq,27051,0
dq,27111,1
dq,27121,0
dq,27127,1
dq,27191,0
dq,27251,1
dq,27261,0
dq,27321,1
dq,27331,0
dq,27337,1
dq,27401,0
dq,27461,1
dq,27471,0
dq,27531,1
dq,27541,0
dq,27547,1
dq,27611,0
dq,27671,1
dq,27681,0
dq,27687,1
dq,27751,0
dq,27811,1
dq,27821,0
dq,27881,1
dq,27891,0
dq,27951,1
dq,27961,0
dq,28021,1
dq,28031,0
dq,28091,1
dq,28101,0
dq,28161,1
dq,28171,0
dq,28177,1
dq,28241,0
dq,28301,1
dq,28311,0
dq,28371,1
dq,28381,0
dq,28387,1
dq,28451,0
dq,28457,1
dq,28521,0
dq,28581,1
dq,28591,0
dq,28597,1
dq,28661,0
dq,28721,1
dq,28731,0
dq,28737,1
dq,28801,0
dq,28807,1
dq,28871,0
dq,28931,1
dq,28941,0
dq,28947,1
dq,29011,0
dq,29071,1
dq,29081,0
dq,29087,1
dq,29151,0
dq,29211,1
dq,29221,0
dq,29281,1
dq,29291,0
dq,29297,1
dq,29361,0
dq,29367,1
dq,29431,0
dq,29491,1
dq,29501,0
dq,29507,1
dq,29571,0
dq,29631,1
dq,29641,0
dq,29701,1
dq,29711,0
dq,29717,1
dq,29781,0
dq,29787,1
dq,29851,0
dq,29857,1
dq,29921,0
dq,29927,1
dq,29991,0
dq,30051,1
dq,30061,0
dq,30121,1
dq,30131,0
dq,30137,1
dq,30201,0
dq,30261,1
dq,30271,0
dq,30277,1
dq,30341,0
dq,30347,1
dq,30411,0
dq,30417,1
dq,30481,0
dq,30541,1
dq,30551,0
dq,30611,1
dq,30621,0
dq,30681,1
dq,30691,0
dq,30751,1
dq,30761,0
dq,30821,1
dq,30831,0
dq,30891,1
dq,30901,0
dq,30961,1
dq,30971,0
dq,30977,1
dq,31041,0
dq,31101,1
dq,31111,0
dq,31171,1
dq,31181,0
dq,31187,1
dq,31251,0
dq,31311,1
dq,31321,0
dq,31381,1
dq,31391,0
dq,31397,1
dq,31461,0
dq,31521,1
dq,31531,0
dq,31537,1
dq,31601,0
dq,31607,1
dq,31671,0
dq,31731,1
dq,31741,0
dq,31747,1
dq,31811,0
dq,31817,1
dq,31881,0
dq,31941,1
dq,31951,0
dq,32011,1
dq,32021,0
dq,32081,1
dq,32091,0
dq,32097,1
dq,32161,0
dq,32167,1
dq,32231,0
dq,32291,1
dq,32301,0
dq,32307,1
dq,32371,0
dq,32431,1
dq,32441,0
dq,32501,1
dq,32511,0
dq,32517,1
dq,32581,0
dq,32587,1
dq,32651,0
dq,32657,1
dq,32721,0
dq,32727,1
dq,32791,0
dq,32851,1
dq,32871,1
dq,0,1
dq,1,0
dq,481,1
dq,551,0
dq,701,1
dq,941,0
dq,1001,1
dq,1011,0
dq,1071,1
dq,1081,0
dq,1087,1
dq,1151,0
dq,1157,1
dq,1221,0
dq,1281,1
dq,1291,0
dq,1351,1
dq,1361,0
dq,1367,1
dq,1431,0
dq,1437,1
dq,1501,0
dq,1561,1
dq,1571,0
dq,1577,1
dq,1641,0
dq,1701,1
dq,1711,0
dq,1771,1
dq,1781,0
dq,1787,1
dq,1851,0
dq,1857,1
dq,1921,0
dq,1927,1
dq,1991,0
dq,2051,1
dq,2061,0
dq,2067,1
dq,2131,0
dq,2191,1
dq,2201,0
dq,2207,1
dq,2271,0
dq,2331,1
dq,2341,0
dq,2401,1
dq,2411,0
dq,2417,1
dq,2481,0
dq,2487,1
dq,2551,0
dq,2611,1
dq,2621,0
dq,2627,1
dq,2691,0
dq,2751,1
dq,2761,0
dq,2821,1
dq,2831,0
dq,2891,1
dq,2901,0
dq,2961,1
dq,2971,0
dq,2977,1
dq,3041,0
dq,3047,1
dq,3111,0
dq,3171,1
dq,3181,0
dq,3241,1
dq,3251,0
dq,3311,1
dq,3321,0
dq,3327,1
dq,3391,0
dq,3451,1
dq,3461,0
dq,3521,1
dq,3531,0
dq,3537,1
dq,3601,0
dq,3607,1
dq,3671,0
dq,3731,1
dq,3741,0
dq,3801,1
dq,3811,0
dq,3871,1
dq,3881,0
dq,3941,1
dq,3951,0
dq,4011,1
dq,4021,0
dq,4081,1
dq,4091,0
dq,4097,1
dq,4161,0
dq,4221,1
dq,4231,0
dq,4291,1
dq,4301,0
dq,4307,1
dq,4371,0
dq,4431,1
dq,4441,0
dq,4501,1
dq,4511,0
dq,4571,1
dq,4581,0
dq,4641,1
dq,4651,0
dq,4657,1
dq,4721,0
dq,4727,1
dq,4791,0
dq,4851,1
dq,4861,0
dq,4921,1
dq,4931,0
dq,4937,1
dq,5001,0
dq,5007,1
dq,5071,0
dq,5077,1
dq,5141,0
dq,5201,1
dq,5211,0
dq,5217,1
dq,5281,0
dq,5287,1
dq,5351,0
dq,5411,1
dq,5421,0
dq,5481,1
dq,5491,0
dq,5551,1
dq,5561,0
dq,5567,1
dq,5631,0
dq,5691,1
dq,5701,0
dq,5761,1
dq,5771,0
dq,5777,1
dq,5841,0
dq,5847,1
dq,5911,0
dq,5971,1
dq,5981,0
dq,6041,1
dq,6051,0
dq,6111,1
dq,6121,0
dq,6181,1
dq,6191,0
dq,6251,1
dq,6261,0
dq,6321,1
dq,6331,0
dq,6337,1
dq,6401,0
dq,6461,1
dq,6471,0
dq,6531,1
dq,6541,0
dq,6601,1
dq,6611,0
dq,6671,1
dq,6681,0
dq,6687,1
dq,6751,0
dq,6811,1
dq,6821,0
dq,6881,1
dq,6891,0
dq,6897,1
dq,6961,0
dq,6967,1
dq,7031,0
dq,7091,1
dq,7101,0
dq,7107,1
dq,7171,0
dq,7231,1
dq,7241,0
dq,7247,1
dq,7311,0
dq,7371,1
dq,7381,0
dq,7441,1
dq,7451,0
dq,7457,1
dq,7521,0
dq,7527,1
dq,7591,0
dq,7651,1
dq,7661,0
dq,7667,1
dq,7731,0
dq,7737,1
dq,7801,0
dq,7861,1
dq,7871,0
dq,7931,1
dq,7941,0
dq,8001,1
dq,8011,0
dq,8017,1
dq,8081,0
dq,8087,1
dq,8151,0
dq,8211,1
dq,8221,0
dq,8281,1
dq,8291,0
dq,8297,1
dq,8361,0
dq,8421,1
dq,8431,0
dq,8491,1
dq,8501,0
dq,8507,1
dq,8571,0
dq,8577,1
dq,8641,0
dq,8647,1
dq,8711,0
dq,8771,1
dq,8781,0
dq,8787,1
dq,8851,0
dq,8911,1
dq,8921,0
dq,8981,1
dq,8991,0
dq,8997,1
dq,9061,0
dq,9067,1
dq,9131,0
dq,9137,1
dq,9201,0
dq,9207,1
dq,9271,0
dq,9331,1
dq,9341,0
dq,9401,1
dq,9411,0
dq,9471,1
dq,9481,0
dq,9541,1
dq,9551,0
dq,9611,1
dq,9621,0
dq,9627,1
dq,9691,0
dq,9697,1
dq,9761,0
dq,9767,1
dq,9831,0
dq,9891,1
dq,9901,0
dq,9961,1
dq,9971,0
dq,10031,1
dq,10041,0
dq,10047,1
dq,10111,0
dq,10171,1
dq,10181,0
dq,10187,1
dq,10251,0
dq,10257,1
dq,10321,0
dq,10327,1
dq,10391,0
dq,10451,1
dq,10461,0
dq,10521,1
dq,10531,0
dq,10591,1
dq,10601,0
dq,10661,1
dq,10671,0
dq,10731,1
dq,10741,0
dq,10801,1
dq,10811,0
dq,10817,1
dq,10881,0
dq,10941,1
dq,10951,0
dq,11011,1
dq,11021,0
dq,11081,1
dq,11091,0
dq,11151,1
dq,11161,0
dq,11167,1
dq,11231,0
dq,11291,1
dq,11301,0
dq,11307,1
dq,11371,0
dq,11377,1
dq,11441,0
dq,11447,1
dq,11511,0
dq,11571,1
dq,11581,0
dq,11641,1
dq,11651,0
dq,11711,1
dq,11721,0
dq,11781,1
dq,11791,0
dq,11797,1
dq,11861,0
dq,11921,1
dq,11931,0
dq,11937,1
dq,12001,0
dq,12007,1
dq,12071,0
dq,12131,1
dq,12141,0
dq,12147,1
dq,12211,0
dq,12271,1
dq,12281,0
dq,12287,1
dq,12351,0
dq,12411,1
dq,12421,0
dq,12481,1
dq,12491,0
dq,12497,1
dq,12561,0
dq,12567,1
dq,12631,0
dq,12691,1
dq,12701,0
dq,12761,1
dq,12771,0
dq,12831,1
dq,12841,0
dq,12901,1
dq,12911,0
dq,12971,1
dq,12981,0
dq,13041,1
dq,13051,0
dq,13057,1
dq,13121,0
dq,13181,1
dq,13191,0
dq,13251,1
dq,13261,0
dq,13267,1
dq,13331,0
dq,13337,1
dq,13401,0
dq,13461,1
dq,13471,0
dq,13531,1
dq,13541,0
dq,13547,1
dq,13611,0
dq,13671,1
dq,13681,0
dq,13687,1
dq,13751,0
dq,13811,1
dq,13821,0
dq,13881,1
dq,13891,0
dq,13951,1
dq,13961,0
dq,14021,1
dq,14031,0
dq,14091,1
dq,14101,0
dq,14107,1
dq,14171,0
dq,14231,1
dq,14241,0
dq,14247,1
dq,14311,0
dq,14371,1
dq,14381,0
dq,14387,1
dq,14451,0
dq,14511,1
dq,14521,0
dq,14581,1
dq,14591,0
dq,14597,1
dq,14661,0
dq,14721,1
dq,14731,0
dq,14791,1
dq,14801,0
dq,14807,1
dq,14871,0
dq,14931,1
dq,14941,0
dq,15001,1
dq,15011,0
dq,15071,1
dq,15081,0
dq,15141,1
dq,15151,0
dq,15211,1
dq,15221,0
dq,15281,1
dq,15291,0
dq,15297,1
dq,15361,0
dq,15421,1
dq,15431,0
dq,15491,1
dq,15501,0
dq,15561,1
dq,15571,0
dq,15577,1
dq,15641,0
dq,15701,1
dq,15711,0
dq,15771,1
dq,15781,0
dq,15841,1
dq,15851,0
dq,15857,1
dq,15921,0
dq,15927,1
dq,15991,0
dq,16051,1
dq,16061,0
dq,16067,1
dq,16131,0
dq,16191,1
dq,16201,0
dq,16207,1
dq,16271,0
dq,16331,1
dq,16341,0
dq,16347,1
dq,16411,0
dq,16417,1
dq,16481,0
dq,16487,1
dq,16551,0
dq,16611,1
dq,16621,0
dq,16627,1
dq,16691,0
dq,16697,1
dq,16761,0
dq,16821,1
dq,16831,0
dq,16891,1
dq,16901,0
dq,16907,1
dq,16971,0
dq,16977,1
dq,17041,0
dq,17047,1
dq,17111,0
dq,17171,1
dq,17181,0
dq,17241,1
dq,17251,0
dq,17311,1
dq,17321,0
dq,17381,1
dq,17391,0
dq,17451,1
dq,17461,0
dq,17521,1
dq,17531,0
dq,17537,1
dq,17601,0
dq,17661,1
dq,17671,0
dq,17731,1
dq,17741,0
dq,17801,1
dq,17811,0
dq,17871,1
dq,17881,0
dq,17887,1
dq,17951,0
dq,18011,1
dq,18021,0
dq,18081,1
dq,18091,0
dq,18097,1
dq,18161,0
dq,18167,1
dq,18231,0
dq,18291,1
dq,18301,0
dq,18307,1
dq,18371,0
dq,18431,1
dq,18441,0
dq,18501,1
dq,18511,0
dq,18571,1
dq,18581,0
dq,18641,1
dq,18651,0
dq,18657,1
dq,18721,0
dq,18727,1
dq,18791,0
dq,18851,1
dq,18861,0
dq,18921,1
dq,18931,0
dq,18991,1
dq,19001,0
dq,19007,1
dq,19071,0
dq,19131,1
dq,19141,0
dq,19147,1
dq,19211,0
dq,19217,1
dq,19281,0
dq,19287,1
dq,19351,0
dq,19411,1
dq,19421,0
dq,19427,1
dq,19491,0
dq,19551,1
dq,19561,0
dq,19621,1
dq,19631,0
dq,19691,1
dq,19701,0
dq,19761,1
dq,19771,0
dq,19777,1
dq,19841,0
dq,19847,1
dq,19911,0
dq,19971,1
dq,19981,0
dq,20041,1
dq,20051,0
dq,20111,1
dq,20121,0
dq,20181,1
dq,20191,0
dq,20251,1
dq,20261,0
dq,20321,1
dq,20331,0
dq,20337,1
dq,20401,0
dq,20461,1
dq,20471,0
dq,20531,1
dq,20541,0
dq,20547,1
dq,20611,0
dq,20671,1
dq,20681,0
dq,20687,1
dq,20751,0
dq,20811,1
dq,20821,0
dq,20827,1
dq,20891,0
dq,20897,1
dq,20961,0
dq,20967,1
dq,21031,0
dq,21091,1
dq,21101,0
dq,21107,1
dq,21171,0
dq,21177,1
dq,21241,0
dq,21301,1
dq,21311,0
dq,21371,1
dq,21381,0
dq,21387,1
dq,21451,0
dq,21457,1
dq,21521,0
dq,21527,1
dq,21591,0
dq,21651,1
dq,21661,0
dq,21667,1
dq,21731,0
dq,21791,1
dq,21801,0
dq,21861,1
dq,21871,0
dq,21877,1
dq,21941,0
dq,22001,1
dq,22011,0
dq,22017,1
dq,22081,0
dq,22087,1
dq,22151,0
dq,22211,1
dq,22221,0
dq,22281,1
dq,22291,0
dq,22297,1
dq,22361,0
dq,22367,1
dq,22431,0
dq,22437,1
dq,22501,0
dq,22561,1
dq,22571,0
dq,22577,1
dq,22641,0
dq,22647,1
dq,22711,0
dq,22771,1
dq,22781,0
dq,22787,1
dq,22851,0
dq,22857,1
dq,22921,0
dq,22927,1
dq,22991,0
dq,23051,1
dq,23061,0
dq,23121,1
dq,23131,0
dq,23137,1
dq,23201,0
dq,23207,1
dq,23271,0
dq,23331,1
dq,23341,0
dq,23401,1
dq,23411,0
dq,23471,1
dq,23481,0
dq,23541,1
dq,23551,0
dq,23611,1
dq,23621,0
dq,23681,1
dq,23691,0
dq,23697,1
dq,23761,0
dq,23821,1
dq,23831,0
dq,23891,1
dq,23901,0
dq,23961,1
dq,23971,0
dq,24031,1
dq,24041,0
dq,24047,1
dq,24111,0
dq,24171,1
dq,24181,0
dq,24187,1
dq,24251,0
dq,24257,1
dq,24321,0
dq,24327,1
dq,24391,0
dq,24451,1
dq,24461,0
dq,24521,1
dq,24531,0
dq,24591,1
dq,24601,0
dq,24661,1
dq,24671,0
dq,24677,1
dq,24741,0
dq,24801,1
dq,24811,0
dq,24817,1
dq,24881,0
dq,24887,1
dq,24951,0
dq,25011,1
dq,25021,0
dq,25027,1
dq,25091,0
dq,25151,1
dq,25161,0
dq,25167,1
dq,25231,0
dq,25291,1
dq,25301,0
dq,25361,1
dq,25371,0
dq,25377,1
dq,25441,0
dq,25447,1
dq,25511,0
dq,25571,1
dq,25581,0
dq,25641,1
dq,25651,0
dq,25711,1
dq,25721,0
dq,25781,1
dq,25791,0
dq,25851,1
dq,25861,0
dq,25921,1
dq,25931,0
dq,25937,1
dq,26001,0
dq,26061,1
dq,26071,0
dq,26131,1
dq,26141,0
dq,26201,1
dq,26211,0
dq,26271,1
dq,26281,0
dq,26341,1
dq,26351,0
dq,26357,1
dq,26421,0
dq,26427,1
dq,26491,0
dq,26551,1
dq,26561,0
dq,26567,1
dq,26631,0
dq,26691,1
dq,26701,0
dq,26707,1
dq,26771,0
dq,26777,1
dq,26841,0
dq,26847,1
dq,26911,0
dq,26917,1
dq,26981,0
dq,27041,1
dq,27051,0
dq,27111,1
dq,27121,0
dq,27127,1
dq,27191,0
dq,27251,1
dq,27261,0
dq,27321,1
dq,27331,0
dq,27337,1
dq,27401,0
dq,27461,1
dq,27471,0
dq,27531,1
dq,27541,0
dq,27547,1
dq,27611,0
dq,27671,1
dq,27681,0
dq,27687,1
dq,27751,0
dq,27811,1
dq,27821,0
dq,27881,1
dq,27891,0
dq,27951,1
dq,27961,0
dq,28021,1
dq,28031,0
dq,28091,1
dq,28101,0
dq,28161,1
dq,28171,0
dq,28177,1
dq,28241,0
dq,28301,1
dq,28311,0
dq,28371,1
dq,28381,0
dq,28387,1
dq,28451,0
dq,28457,1
dq,28521,0
dq,28581,1
dq,28591,0
dq,28597,1
dq,28661,0
dq,28721,1
dq,28731,0
dq,28737,1
dq,28801,0
dq,28807,1
dq,28871,0
dq,28931,1
dq,28941,0
dq,28947,1
dq,29011,0
dq,29071,1
dq,29081,0
dq,29087,1
dq,29151,0
dq,29211,1
dq,29221,0
dq,29281,1
dq,29291,0
dq,29297,1
dq,29361,0
dq,29367,1
dq,29431,0
dq,29491,1
dq,29501,0
dq,29507,1
dq,29571,0
dq,29631,1
dq,29641,0
dq,29701,1
dq,29711,0
dq,29717,1
dq,29781,0
dq,29787,1
dq,29851,0
dq,29857,1
dq,29921,0
dq,29927,1
dq,29991,0
dq,30051,1
dq,30061,0
dq,30121,1
dq,30131,0
dq,30137,1
dq,30201,0
dq,30261,1
dq,30271,0
dq,30277,1
dq,30341,0
dq,30347,1
dq,30411,0
dq,30417,1
dq,30481,0
dq,30541,1
dq,30551,0
dq,30611,1
dq,30621,0
dq,30681,1
dq,30691,0
dq,30751,1
dq,30761,0
dq,30821,1
dq,30831,0
dq,30891,1
dq,30901,0
dq,30961,1
dq,30971,0
dq,30977,1
dq,31041,0
dq,31101,1
dq,31111,0
dq,31171,1
dq,31181,0
dq,31187,1
dq,31251,0
dq,31311,1
dq,31321,0
dq,31381,1
dq,31391,0
dq,31397,1
dq,31461,0
dq,31521,1
dq,31531,0
dq,31537,1
dq,31601,0
dq,31607,1
dq,31671,0
dq,31731,1
dq,31741,0
dq,31747,1
dq,31811,0
dq,31817,1
dq,31881,0
dq,31941,1
dq,31951,0
dq,32011,1
dq,32021,0
dq,32081,1
dq,32091,0
dq,32097,1
dq,32161,0
dq,32167,1
dq,32231,0
dq,32291,1
dq,32301,0
dq,32307,1
dq,32371,0
dq,32431,1
dq,32441,0
dq,32501,1
dq,32511,0
dq,32517,1
dq,32581,0
dq,32587,1
dq,32651,0
dq,32657,1
dq,32721,0
dq,32727,1
dq,32791,0
dq,32851,1
dq,32871,1
dq,0,1
dq,1,0
dq,481,1
dq,551,0
dq,701,1
dq,941,0
dq,1001,1
dq,1011,0
dq,1071,1
dq,1081,0
dq,1087,1
dq,1151,0
dq,1157,1
dq,1221,0
dq,1281,1
dq,1291,0
dq,1351,1
dq,1361,0
dq,1367,1
dq,1431,0
dq,1437,1
dq,1501,0
dq,1561,1
dq,1571,0
dq,1577,1
dq,1641,0
dq,1701,1
dq,1711,0
dq,1771,1
dq,1781,0
dq,1787,1
dq,1851,0
dq,1857,1
dq,1921,0
dq,1927,1
dq,1991,0
dq,2051,1
dq,2061,0
dq,2067,1
dq,2131,0
dq,2191,1
dq,2201,0
dq,2207,1
dq,2271,0
dq,2331,1
dq,2341,0
dq,2401,1
dq,2411,0
dq,2417,1
dq,2481,0
dq,2487,1
dq,2551,0
dq,2611,1
dq,2621,0
dq,2627,1
dq,2691,0
dq,2751,1
dq,2761,0
dq,2821,1
dq,2831,0
dq,2891,1
dq,2901,0
dq,2961,1
dq,2971,0
dq,2977,1
dq,3041,0
dq,3047,1
dq,3111,0
dq,3171,1
dq,3181,0
dq,3241,1
dq,3251,0
dq,3311,1
dq,3321,0
dq,3327,1
dq,3391,0
dq,3451,1
dq,3461,0
dq,3521,1
dq,3531,0
dq,3537,1
dq,3601,0
dq,3607,1
dq,3671,0
dq,3731,1
dq,3741,0
dq,3801,1
dq,3811,0
dq,3871,1
dq,3881,0
dq,3941,1
dq,3951,0
dq,4011,1
dq,4021,0
dq,4081,1
dq,4091,0
dq,4097,1
dq,4161,0
dq,4221,1
dq,4231,0
dq,4291,1
dq,4301,0
dq,4307,1
dq,4371,0
dq,4431,1
dq,4441,0
dq,4501,1
dq,4511,0
dq,4571,1
dq,4581,0
dq,4641,1
dq,4651,0
dq,4657,1
dq,4721,0
dq,4727,1
dq,4791,0
dq,4851,1
dq,4861,0
dq,4921,1
dq,4931,0
dq,4937,1
dq,5001,0
dq,5007,1
dq,5071,0
dq,5077,1
dq,5141,0
dq,5201,1
dq,5211,0
dq,5217,1
dq,5281,0
dq,5287,1
dq,5351,0
dq,5411,1
dq,5421,0
dq,5481,1
dq,5491,0
dq,5551,1
dq,5561,0
dq,5567,1
dq,5631,0
dq,5691,1
dq,5701,0
dq,5761,1
dq,5771,0
dq,5777,1
dq,5841,0
dq,5847,1
dq,5911,0
dq,5971,1
dq,5981,0
dq,6041,1
dq,6051,0
dq,6111,1
dq,6121,0
dq,6181,1
dq,6191,0
dq,6251,1
dq,6261,0
dq,6321,1
dq,6331,0
dq,6337,1
dq,6401,0
dq,6461,1
dq,6471,0
dq,6531,1
dq,6541,0
dq,6601,1
dq,6611,0
dq,6671,1
dq,6681,0
dq,6687,1
dq,6751,0
dq,6811,1
dq,6821,0
dq,6881,1
dq,6891,0
dq,6897,1
dq,6961,0
dq,6967,1
dq,7031,0
dq,7091,1
dq,7101,0
dq,7107,1
dq,7171,0
dq,7231,1
dq,7241,0
dq,7247,1
dq,7311,0
dq,7371,1
dq,7381,0
dq,7441,1
dq,7451,0
dq,7457,1
dq,7521,0
dq,7527,1
dq,7591,0
dq,7651,1
dq,7661,0
dq,7667,1
dq,7731,0
dq,7737,1
dq,7801,0
dq,7861,1
dq,7871,0
dq,7931,1
dq,7941,0
dq,8001,1
dq,8011,0
dq,8017,1
dq,8081,0
dq,8087,1
dq,8151,0
dq,8211,1
dq,8221,0
dq,8281,1
dq,8291,0
dq,8297,1
dq,8361,0
dq,8421,1
dq,8431,0
dq,8491,1
dq,8501,0
dq,8507,1
dq,8571,0
dq,8577,1
dq,8641,0
dq,8647,1
dq,8711,0
dq,8771,1
dq,8781,0
dq,8787,1
dq,8851,0
dq,8911,1
dq,8921,0
dq,8981,1
dq,8991,0
dq,8997,1
dq,9061,0
dq,9067,1
dq,9131,0
dq,9137,1
dq,9201,0
dq,9207,1
dq,9271,0
dq,9331,1
dq,9341,0
dq,9401,1
dq,9411,0
dq,9471,1
dq,9481,0
dq,9541,1
dq,9551,0
dq,9611,1
dq,9621,0
dq,9627,1
dq,9691,0
dq,9697,1
dq,9761,0
dq,9767,1
dq,9831,0
dq,9891,1
dq,9901,0
dq,9961,1
dq,9971,0
dq,10031,1
dq,10041,0
dq,10047,1
dq,10111,0
dq,10171,1
dq,10181,0
dq,10187,1
dq,10251,0
dq,10257,1
dq,10321,0
dq,10327,1
dq,10391,0
dq,10451,1
dq,10461,0
dq,10521,1
dq,10531,0
dq,10591,1
dq,10601,0
dq,10661,1
dq,10671,0
dq,10731,1
dq,10741,0
dq,10801,1
dq,10811,0
dq,10817,1
dq,10881,0
dq,10941,1
dq,10951,0
dq,11011,1
dq,11021,0
dq,11081,1
dq,11091,0
dq,11151,1
dq,11161,0
dq,11167,1
dq,11231,0
dq,11291,1
dq,11301,0
dq,11307,1
dq,11371,0
dq,11377,1
dq,11441,0
dq,11447,1
dq,11511,0
dq,11571,1
dq,11581,0
dq,11641,1
dq,11651,0
dq,11711,1
dq,11721,0
dq,11781,1
dq,11791,0
dq,11797,1
dq,11861,0
dq,11921,1
dq,11931,0
dq,11937,1
dq,12001,0
dq,12007,1
dq,12071,0
dq,12131,1
dq,12141,0
dq,12147,1
dq,12211,0
dq,12271,1
dq,12281,0
dq,12287,1
dq,12351,0
dq,12411,1
dq,12421,0
dq,12481,1
dq,12491,0
dq,12497,1
dq,12561,0
dq,12567,1
dq,12631,0
dq,12691,1
dq,12701,0
dq,12761,1
dq,12771,0
dq,12831,1
dq,12841,0
dq,12901,1
dq,12911,0
dq,12971,1
dq,12981,0
dq,13041,1
dq,13051,0
dq,13057,1
dq,13121,0
dq,13181,1
dq,13191,0
dq,13251,1
dq,13261,0
dq,13267,1
dq,13331,0
dq,13337,1
dq,13401,0
dq,13461,1
dq,13471,0
dq,13531,1
dq,13541,0
dq,13547,1
dq,13611,0
dq,13671,1
dq,13681,0
dq,13687,1
dq,13751,0
dq,13811,1
dq,13821,0
dq,13881,1
dq,13891,0
dq,13951,1
dq,13961,0
dq,14021,1
dq,14031,0
dq,14091,1
dq,14101,0
dq,14107,1
dq,14171,0
dq,14231,1
dq,14241,0
dq,14247,1
dq,14311,0
dq,14371,1
dq,14381,0
dq,14387,1
dq,14451,0
dq,14511,1
dq,14521,0
dq,14581,1
dq,14591,0
dq,14597,1
dq,14661,0
dq,14721,1
dq,14731,0
dq,14791,1
dq,14801,0
dq,14807,1
dq,14871,0
dq,14931,1
dq,14941,0
dq,15001,1
dq,15011,0
dq,15071,1
dq,15081,0
dq,15141,1
dq,15151,0
dq,15211,1
dq,15221,0
dq,15281,1
dq,15291,0
dq,15297,1
dq,15361,0
dq,15421,1
dq,15431,0
dq,15491,1
dq,15501,0
dq,15561,1
dq,15571,0
dq,15577,1
dq,15641,0
dq,15701,1
dq,15711,0
dq,15771,1
dq,15781,0
dq,15841,1
dq,15851,0
dq,15857,1
dq,15921,0
dq,15927,1
dq,15991,0
dq,16051,1
dq,16061,0
dq,16067,1
dq,16131,0
dq,16191,1
dq,16201,0
dq,16207,1
dq,16271,0
dq,16331,1
dq,16341,0
dq,16347,1
dq,16411,0
dq,16417,1
dq,16481,0
dq,16487,1
dq,16551,0
dq,16611,1
dq,16621,0
dq,16627,1
dq,16691,0
dq,16697,1
dq,16761,0
dq,16821,1
dq,16831,0
dq,16891,1
dq,16901,0
dq,16907,1
dq,16971,0
dq,16977,1
dq,17041,0
dq,17047,1
dq,17111,0
dq,17171,1
dq,17181,0
dq,17241,1
dq,17251,0
dq,17311,1
dq,17321,0
dq,17381,1
dq,17391,0
dq,17451,1
dq,17461,0
dq,17521,1
dq,17531,0
dq,17537,1
dq,17601,0
dq,17661,1
dq,17671,0
dq,17731,1
dq,17741,0
dq,17801,1
dq,17811,0
dq,17871,1
dq,17881,0
dq,17887,1
dq,17951,0
dq,18011,1
dq,18021,0
dq,18081,1
dq,18091,0
dq,18097,1
dq,18161,0
dq,18167,1
dq,18231,0
dq,18291,1
dq,18301,0
dq,18307,1
dq,18371,0
dq,18431,1
dq,18441,0
dq,18501,1
dq,18511,0
dq,18571,1
dq,18581,0
dq,18641,1
dq,18651,0
dq,18657,1
dq,18721,0
dq,18727,1
dq,18791,0
dq,18851,1
dq,18861,0
dq,18921,1
dq,18931,0
dq,18991,1
dq,19001,0
dq,19007,1
dq,19071,0
dq,19131,1
dq,19141,0
dq,19147,1
dq,19211,0
dq,19217,1
dq,19281,0
dq,19287,1
dq,19351,0
dq,19411,1
dq,19421,0
dq,19427,1
dq,19491,0
dq,19551,1
dq,19561,0
dq,19621,1
dq,19631,0
dq,19691,1
dq,19701,0
dq,19761,1
dq,19771,0
dq,19777,1
dq,19841,0
dq,19847,1
dq,19911,0
dq,19971,1
dq,19981,0
dq,20041,1
dq,20051,0
dq,20111,1
dq,20121,0
dq,20181,1
dq,20191,0
dq,20251,1
dq,20261,0
dq,20321,1
dq,20331,0
dq,20337,1
dq,20401,0
dq,20461,1
dq,20471,0
dq,20531,1
dq,20541,0
dq,20547,1
dq,20611,0
dq,20671,1
dq,20681,0
dq,20687,1
dq,20751,0
dq,20811,1
dq,20821,0
dq,20827,1
dq,20891,0
dq,20897,1
dq,20961,0
dq,20967,1
dq,21031,0
dq,21091,1
dq,21101,0
dq,21107,1
dq,21171,0
dq,21177,1
dq,21241,0
dq,21301,1
dq,21311,0
dq,21371,1
dq,21381,0
dq,21387,1
dq,21451,0
dq,21457,1
dq,21521,0
dq,21527,1
dq,21591,0
dq,21651,1
dq,21661,0
dq,21667,1
dq,21731,0
dq,21791,1
dq,21801,0
dq,21861,1
dq,21871,0
dq,21877,1
dq,21941,0
dq,22001,1
dq,22011,0
dq,22017,1
dq,22081,0
dq,22087,1
dq,22151,0
dq,22211,1
dq,22221,0
dq,22281,1
dq,22291,0
dq,22297,1
dq,22361,0
dq,22367,1
dq,22431,0
dq,22437,1
dq,22501,0
dq,22561,1
dq,22571,0
dq,22577,1
dq,22641,0
dq,22647,1
dq,22711,0
dq,22771,1
dq,22781,0
dq,22787,1
dq,22851,0
dq,22857,1
dq,22921,0
dq,22927,1
dq,22991,0
dq,23051,1
dq,23061,0
dq,23121,1
dq,23131,0
dq,23137,1
dq,23201,0
dq,23207,1
dq,23271,0
dq,23331,1
dq,23341,0
dq,23401,1
dq,23411,0
dq,23471,1
dq,23481,0
dq,23541,1
dq,23551,0
dq,23611,1
dq,23621,0
dq,23681,1
dq,23691,0
dq,23697,1
dq,23761,0
dq,23821,1
dq,23831,0
